,header,review,rating,recommend,country,date
1396,worst customer service,los angeles london british airway one worst customer service find flight attendant rude seat food ok find worse competitor flying route wifi, 4,no,United States,2017-05-30
1397,cheapskate airline,flew british airway heathrow geneva cheapskate airline tap water available everything else need credit card american family hungry young boy buy anything machine take u card return flight cancelled 4 hour tarmac crash staff brilliant including pilot kept ac updated u regularly much could ba ticket desk unmanned geneva airport queue standing lucky find swissair flight home think still, 2,no,United Kingdom,2017-05-30
1398,business class cramped,gatwick lima return business class choice seat 24hr flight unless paid extra understand desire reward frequent flyer paying 50 pp per flight huge irritation factor already forked much biz time able check one option left wanted sit together new ba lounge lgw smart packed start easter holiday limited food offering breakfast hot food unless count lukewarm pastry fa service flight direction good though outbound cabin light switched entire flight meal service despite day flight food drink fine nothing special choice available time got u seating layout 2 4 2 business class cramped especially flight full highest density seating ever experienced business surface put anything unless tray table open small drawer foot recommend window seat next bulkhead travelling solo leg climb lie flat seat comfortable though short person ife poor compared competitor hard angle screen appropriately limited choice movie available way home mind long layover lim thought could use lounge luck checked way lpb pick luggage go immigration wait several hour hot airport hardly seat ba staff appeared check flight home seat choice available two together aisle side middle pair fortunate anyone middle seat next otherwise would felt intimate total stranger travelled long haul ba several year describe functional value service even business though cheap use ba convenient long way happened direct flight london great price short haul really comparison emirate long haul offering business, 6,yes,United Kingdom,2017-05-29
1399,budget carrier,london heathrow santorini flew 6 family santorini business class seat joke 6 3 could move seat tight learnt steward new configuration gone well customer great airline gone best worst 5 year european route budget carrier money key driver ba customer last list felt paid service never received, 5,no,United Kingdom,2017-05-29
1400,cost cutting may back fire,london heathrow bilbao fly british airway fair amount mainly pleasure recently beginning slip last flight two friend annual outing year bilbao fault staff flight crew however cancellation free board food short haul stupid reason use ba short haul low cost alternative cost cutting may well back fire probably initiated imbecile caused computer outsourcing problem recently, 2,no,United Kingdom,2017-05-29
1401,disappointing experience,madeira london always belief british airway provided better standard economy class travel realise better budget airline fact experienced far better service easyjet waited 2 hour offered drink ordered mark spencer heated focaccia clearly oven 2 hour top 2 toilet 120 people business class customer enjoyed 2 toilet 20 course also queue behind serving trolley get toilet imagine long took make clear economy class shame price match standard service disappointing experience certainly think twice choosing ba future, 4,no,United Kingdom,2017-05-29
1402,felt like budget airline,edinburgh gatwick booked ticket last minute due missed train tight schedule first time flying ba probably last option feel like national carrier felt like budget airline snack drink fare class include checked baggage flight smooth enough efficient boarded 15mins late edinburgh service whatsoever served flight unless pay additional fee, 6,no,Indonesia,2017-05-28
1403,abandoned u rome airport,rome london thursday may 18 flight scheduled leave 1200 delayed due technical issue 6 hr cancelled 1730 caused missed connecting flight los angeles poor communication passenger desk attendant one took charge situation information filtered italian speaking passenger sought help staff iberia airline ba staff gone 6pm shuttled hotel told rep would give u information hotel one ba seen heard hotel multiple call passenger ba resulted little assistance friday may 19 passenger shuttled back airport chaos broken little assistance ba counter 1 hour line obtain boarding pas flight london connection los angeles however ba desk attendant informs flight rome late due technical issue miss flight la appalled lack educated experienced ba assistance ba abandoned u rome airport addition web site help flight information outdated impossible day reach customer contact, 1,no,United States,2017-05-27
1404,little service,kuala lumpur london different flight crew perform serious take job one crew rude asked could glass water told would take long time disapeared back chat fellow worker food slapped offered another drink male crew due night flight crew spent time back ignored called shame see ba trying turn around survive lazy rude staff giving little service customer airline, 8,yes,Ireland,2017-05-24
1405,crew amazing,great flight london kuala lumpur boeing 787 9 crew amazing friendly done enough food served good standard asked time would like drink one crew member said ba many year professional excellent job, 9,yes,Ireland,2017-05-24
1406,overall truly awful experience,london heathrow miami looking forward flight saturday work following day 62k upper deck used treat read many review recently ba falling behind competition expectation low even beaten overall truly awful experience firstly say crew flight super every way nothing much trouble seemed genuinely enjoying work given ba golden ticket one forgot however matter good crew make everything else totally awful shabby seat filthy looked like ketchup previous flight crumb everywhere nice start aircraft old lot interior patched white gum ife work properly amenity kit bag headset poor quality toilet compared aa small unpleasant seat business class standard food awful club kitchen almost non existent day would choose aa delta united virgin day ba shame flight manager seemed spend time going round cabin apologising giving avios try make people le annoyed whole experience, 1,no,United Kingdom,2017-05-23
1407,attendents cordial professional,moscow domodedovo houston via london heathrow roundtrip economy class flight full economy exception ba195 2 3 3 4 full british airway flight attendents cordial professional wide range beverage served including complementary alcoholic beverage standard flight meal bad great either 10 hour flight london houston featured dinner early flight snack end flight 4 hour flight london moscow featured snack beginning flight surprised leg room economy tall 180 cm tall 71 inch able extend leg fully seat front made long flight bearable flight offerred headphone blanket pillow cabin temperature flight houston cold put light jacket cabin temperature flight london moscow warm sweating people using flight safety card fan know warm flight entertainment screen b777 economy poor quality need upgraded could feel heat emitted screen well make sure luggage weight limit heavy bag additional 100 usd per bag, 6,yes,Russian Federation,2017-05-22
1408,ba hit rock bottom,london heathrow brussels disappointed non existent service onboard flight regardless short flight may well expect sort refreshment snack provided given low carrier airline however ba hit rock bottom charge premium rate give low carrier service certainly short haul flight, 4,no,United Kingdom,2017-05-22
1409,basically con,london heathrow la vega paid 116 extra legroom 51c show wrong type plane booking difference seat would get free refund given state may different aircraft used problem route always used type aircraft basically con, 1,no,United Kingdom,2017-05-20
1410,positive experience,london heathrow san francisco return pleasantly surprised service flight time arrived ahead schedule online check baggage drop straightforward without hassle food excellent particularly outbound flight partner vegetarian opted vegetarian hindu meal proved delicious aircraft good order clean cabin crew particularly way professional attentive friendly inflight entertainment choice generally good offering something everyone criticism seat choice function expensive even economy class british airway greedy respect charge way higher carrier generally positive experience, 8,yes,United Kingdom,2017-05-19
1411,total lack customer service,london reykjavik really review flight british airway decided cancel return flight outbound suggested reduce 4 day family holiday 2 day ruined xmas review total lack customer service contempt customer ba worst airline worst company dealt rating lowest given total service failure ba, 1,no,United Kingdom,2017-05-17
1412,expected service onboard,route amsterdam tokyo haneda via london heathrow expected service onboard first flight slightly delayed transfer time 3 hour cost problem cabin crew best statisfy every passenger flight hnd got luggage discovered one suitcase damaged hnd japan airline agent british airway cost time explain everything service great filed report ba back journey contact ba claim damage within day got really extensive response compensated despite damaged suitcase handled great made difference, 9,yes,Netherlands,2017-05-17
1413,overall disappointing,antigua gatwick check new terminal quick efficient better gatwick although slight delay immigration soon airside new lounge really comfortable although use dark excellent sky terrace lounger shaded sofa etc bar manned helpful staff small tasty selection food boarding time board soon evident interior plane seen better day wife tv nearly falling mounting fortunately able position flight stayed place quite precarious push back departure exactly time within short time crew started evening service seemed quite strange unlike flight relaxed atmosphere crew seemed feel need rush whatever point literally running aisle food hurriedly delivered u disappointingly seasoned pretty tasteless assume object haste get everyone fed watered bedded quickly possible quite honest felt like looked nanny told go bed early almost expected say want go sleep want sound morning know crew entitled break etc end day night working getting paid opinion slowed little time passenger would improve flight considerably breakfast ok although seemed person trying bacon roll one mouthful understood blind tasting probably would guessed eating rubber band arrived time quite long walk immigration baggage reclaim case waiting u overall disappointing based flight would recommend ba, 3,no,United Kingdom,2017-05-16
1414,could le interested,london heathrow amsterdam schipol ba434 landed 14 30 luggage arrive contacted ground agent could le interested given toiletry essential cleanser moisturiser sunday shop amsterdam closed 5pm able buy essential like make called luggage call centre 3 time first time agent put note system say needed luggage urgently customer meeting next day received message phone luggage would flight arriving 20 20 subject condition called check luggage left heathrow agent could tell rudely told wait called 21 00 finally got agent said would get someone call let know possible pick luggage schipol one called called next day agent could tell idea luggage would delivered message ba management better truly line tracing system fulfilment system employing people care customer forget telling customer 90 people get luggage back within 72 hour business traveller offer zero comfort take leaf qatar airway one one world partner tell customer luggage follows transit qatar airway ground service staff show care, 2,no,United Kingdom,2017-05-15
1415,crew fantastic,pleasantly surprised british airway outbound inbound flight orlando gatwick reading review would go far say would choose virgin unless dramatic price difference crew way friendly really helpful found virgin crew bit thinking cut rest contrary virgin crew overnight flight serve food dim light keep way hour landing ba crew still regularly came round making sure everyone ok anyone wanted anything nearly 3 hour delay leaving orlando g viiu firstly due inbound bit late due alligator closing runway finally medical issue board whilst positioned runway go returned gate paramedic top fuel etc departed 20 20 versus 17 35 throughout crew fantastic bringing drink round keeping u informed whilst interior leisure fleet 777 bit tired side still comfortable recommend 24d pax seat behind crew seat issue kneed back economy class leg room good food fairly decent aircraft food slight negative dated avod small screen great deal choice compared modern system, 10,yes,United Kingdom,2017-05-15
1416,relic airline,london hong kong avios system complete joke impossible spend release minuscule number flight allow upgrade using even availability quoted nearly 2 000 upgrade flight evening know availability let use avios concept customer service shocking smack ex nationalised carrier modern airline easy use air mile booking system like emirate deserve successful relic airline, 1,no,United Kingdom,2017-05-14
1417,overall good experience,flew premium economy london toronto boeing 787 noisy aircraft third time plane impressed seamless use boarding pas smart phone first time done well self serve baggage drop flight good cabin crew pleasant food ok ish though nothing special back 777 comfortable quieter 787 though still nowhere near a380 standard crew excellent food unexpectedly good veggie lasagne one best ever wine good quality luggage appeared promptly end overall good experience, 8,yes,United Kingdom,2017-05-14
1418,given avios,mexico city copenhagen via london appears inflight service improved bit club food edible available flight entertainment reminds one vhs day number film available rather limited timing food great served quickly take late arrival made time good rest configuration club favourite reversed seat crew choose open curtain every time serve serve front give better feeling private space best thing ba cheap dorset crab lunch fornum mason terminal 5 ba refuse credit qatar airway avios even qatar airway writing confirmed credited showing one level online profile right anotheron ticket given avios, 6,yes,Mexico,2017-05-13
1419,improving,london santiago de chile surprisingly pleasing flight onboard boeing 787 decided give try rear facing business class window seat discovered b787 look far lighter wider b777 travelling could larger window fuselage shape make cocoon look le cramped even seat look wider ife screen wider higher resolution odd ying yang layout slightly better boeing 787 central row honeymoon seat therefore share narrow space stranger case end first impression better usual unfortunately soft product remains way par pre ordered main dish meal time actually available beef overcooked chewy never stop mentioning amenity kit simply ridiculous sort blue shoe bag small fit shoe though crew friendly slightly le attentive usual overall experience better usual mainly thanks newer quieter aircraft ba improving detail make business class something worth eur3 000 spent still wi fi ba commenting ying yang layout remains mystery approved nonsense, 6,no,Italy,2017-05-13
1420,getting refund nightmare,gatwick amsterdam regular flyer ba experience best pilot inflight staff make effort give airline image beyond worst airport desk staff industry solution slightest problem scheduled fly amsterdam 1st feb 07 45 radar problem amsterdam easyjet etc informing customer development nobody informed anyone ba desk became confusion almost 09 30 rescheduled 11 40 flight another 2 hour delay advised book ticket guarantee seat 11 40 flight two set ticket flight getting refund nightmare, 3,no,United Kingdom,2017-05-13
1421,far ba sunk,far ba sunk flew london heathrow nice back last week surly unfriendly cabin crew food drink purchase ba stand budget airline never thought see day would say ba sunk level ryanair service yet still around 7x expensive, 3,no,United Kingdom,2017-05-12
1422,disappointed,disappointed flight athens london 4 hour flight food drink offered free even pay water low price flight everyone except business class buy food drink disappointed european airline provide free food drink snack even country greece aegean airline choose ba, 3,no,United States,2017-05-12
1423,ba lost two loyal customer,flew london heathrow cape town board queen elizabeth cunard included flight via middle east time make sense paid additional 120 fly direct ba airline knew trusted 30 year check smooth encouraged made right choice however board ageing boeing 747 nothing else worth talking food service clearly working lower standard previously ba space available tight average sized man know larger taller person would manage ba lost two loyal customer least squeeze profit people remain next long haul regretfully opt alternative airline, 1,no,United Kingdom,2017-05-11
1424,good value free upgrade,wife flew british airway london heathrow berlin tegel club europe free avios upgrade middle seat blocked meal onboard difference economy paid seat selection would wiling paid silly price charged short flight good value free upgrade, 9,yes,United Kingdom,2017-05-11
1425,ba people knew,british airway rio de janeiro london heathrow booked premium economy get legroom 6ft8 however non existent crew rude lady front decided recline seat 2 year old asked crew help situation told passenger right whatever want common sense despite seat available business area refused move even though seeing issue fit seat 10 hour flight even told u getting aggravated u nosy pay extra 100 pound way reserve 2 seat needle say food awful service overall 0 5 star ba people knew iag new leadership team aim cut expense cost one customer service avoid like plague, 1,no,United Kingdom,2017-05-10
1426,staff could cared le,london heathrow edinburgh awful awful company randomly allocated seat middle seat back two row flight seems like punishment paying charge select seat bothered lack drink meal service see system created shamble cash payment option enough stock etc etc arrival back heathrow t5 parked remote stand t3 wait hour bus terminal staff could cared le spent time chatting low ba sunk staff morale terrible could escape save cash go genuine budget airline would advice, 1,no,United Kingdom,2017-05-09
1427,service consistently unacceptable,although indicate policy apparently waited passenger get flight new york jfk london heathrow causing 20 min delay result missed connecting flight connection missed arranged alternative announced flight landed however announce arrangement flight even though specifically asked flight attendant check second time two year poor experience british airway service consistently unacceptable, 1,no,Canada,2017-05-09
1428,flight enjoyable,gatwick antigua first time quite travelling south terminal first impression ba check area little cramped quite busy cw check five couple front u four desk open five minute fast track security quiet soon new lounge huge improvement predecessor north terminal nice view comfortable seat reasonable food small bacon roll strange omelette roll departure gate quite cramped enough seating passenger flight time really matter made decision time ago pay additional cost select seat prior 24 hour check would cost 340 wife depending wanted sit however pleasantly surprised seat allocated would probably chosen anyway boarding offered glass sparkling wine change pleasantly chilled staff generally friendly especially young guy said first long haul trip airborne offered two drink nut lunch drink lunch pre ordered food knew getting although quality ok ordered chicken curry rather bland interior plane rather showing age stain carpet overall drab ambience also ife seems getting worse unusually wife found difficult watch film due poor resolution afternoon tea ok although provision made wife sandwich vegetarian mix match two u landed time antigua overall flight enjoyable without ever achieving great height pardon pun importantly good cabin crew able enjoy experience, 7,yes,United Kingdom,2017-05-09
1429,cheap offer upgrade,berlin tegel london heathrow club europe business class weekend evening flight quite empty selected cheap offer upgrade business class worth extra checked online contact ground staff arrived berlin beijing tight connection bother use terrace lounge knowing lounge previous visit staff okay fair range snack drink lounge become crowded walk outside lounge find toilet boarding quick 5 16 seat occupied club cabin seat limited seat pitch economy style middle seat empty captain informative ba biggest asset detail provided customer hot chicken sandwich cheese biscuit chocolate mousse served good standard drink choice bar decent coffee follow cabin staff extremely friendly efficient probably due quiet saturday evening flight, 7,yes,United Kingdom,2017-05-08
1430,first choice city,word may read often actually enjoy british airway flight london city staff friendly still feed offer extra drink flying ba several decade decided cut loss air mile tier point long haul cost cutting short haul ba first choice city, 7,no,United Kingdom,2017-05-06
1431,staff polite friendly,flew manchester uk billund denmark flown british airway 10 year work throughout northern europe compared airline used far view deliver better service round staff polite friendly food always tasty easy check system airport efficient good value money round, 10,yes,United Kingdom,2017-05-05
1432,surly disapproving stewardess,travelled bangkok recently work tired old plane vintage entertainment system drink served dinner nut crisp available followed passable small dinner around 20 30 uk time pressed call button ask dinner drink colleague 20 minute wait surly disapproving stewardess arrived gave u dressing essentially still awake requiring service incorrect drink brought colleague asked another steward across cabin chatting appeared friend correct mistake told wait eventually correct drink brought written letter complaint yet response british airway flown ba great deal generally reasonable experience disappointing see general direction airline seem going company working paid ticket know cost imagine cheap defence flew back delhi dreamliner week later experience fine age plane excuse staff, 1,no,United Kingdom,2017-05-05
1433,game,one crazy people still recently flew edinburgh london heathrow weekly paying nearly 400 british airway key airport last flight always come remote stand morning flight boarding 6 15 6 50 flight onto bus plane never ready always departs late holiday madeira ended mum sitting floor departure hall 5 5hrs wrote ba got big fob add insult injury food plane game trace relationship tedious put effort loyalty absolutely return affection, 2,no,United Kingdom,2017-05-05
1434,cost cutting affect cabin,return trip wife using avios flying london heathrow miami staff friendly professional sector flight time food drink choice quality decent par carrier clear ba cost cutting affect cabin outbound leg choice main course unavailable already given passenger said could ordered advance via web site return leg worth noting access lounge via single elevator time consuming nice touch one ground staff escorted wife gold card holder lounge put u aircraft first boarding gate chaotic due holiday weekend overall enjoyable flight better airline business class, 8,no,United Kingdom,2017-05-04
1435,downgraded economy service,ba12 onboard british airway a380 gruelling 13 hour singapore london heathrow pretty hellish economy passenger like biased ba silver member british national carrier come let get chase route also served garuda singapore say ba bottom list economy service seat really uncomfortable near impossible find angle get rest pillow wafer thin like sitting bunch tissue bundled together food lousy removed silverware dinner extra like cracker chocolate thing snack close rear galleyway turn personal hang area instead self service drink snack zone like airline also mean stuck aisle frustrating want get unoccupied toilet aisle toilet section queue toilet regularly cleaned soap ran half way flight refilled ba downgraded economy service area feel like crew treat like poor peasant polite respectful minimum effort plus movie selection great tv a380 good singapore airline league air mile earning route generous garuda singapore would recommend premium economy make route try get upper deck configuration 2 4 2 rather 3 4 3 downstairs alternatively try competition soon include norwegian air see norwegian economy class worse ba, 7,yes,United Kingdom,2017-05-04
1436,low cost,flew nice london british airway economy bother moving travel klm lh least get complimentary g ba nice flight minimal legroom 1 lavatory back aisle blocked however crew selling buy board low cost, 2,no,United Kingdom,2017-05-04
1437,absolute disgrace,london male booked flight wife india paying called ba executive club make sure fare fully refundable told le administration charge cancel booking instead booked flight ba maldives dismay refunded expected fare india instead refunded tax insurance etc cancelled booking called ba beginning march find happened told would get back within 30 day two month later called told refund department would call morning told ticket non refundable would pay back either executive club ba lying incompetent asked time date called ba unfortunately think necessary log call obvious ba honour commitment longer fly executive member 40 year ba treat customer absolute disgrace, 1,no,United Kingdom,2017-05-04
1438,rude aggressive customer service,abandon return flight rude aggressive customer service department ba flight morning midday flight heathrow delayed 3 hour clear sign boarding gate screen delayed flight big mess mixing delayed flight screen resulting stranded rome airport ba customer service willing take responsibility mess compensation even refund let alone minimum trying help client, 2,no,United Kingdom,2017-05-03
1439,simply budget airline,keflavik london heathrow time among first passenger aboard aircraft travelling two companion find space 3 trolley case discovered suitcase already overhead compartment seat belonged cabin crew busy flight could cabin crew put bag compartment passenger let passenger struggle find space delay boarding process ba short haul simply budget airline worse competitor hand baggage management impressed board service either greedy earn money selling drink group noisy passenger even though complaint passenger, 1,no,United Kingdom,2017-05-03
1440,poor service round,glasgow chicago via heathrow took offer upgrade premium economy extra cost disappointment aircraft old 747 400 badly need refit cabin tired shabby decor seat inflight video system ancient rebooted work took 40 minute flight snd kept jumping flight staff nice noticeable difference economy fact economy section refitted 747 return flight ba 296 better premium offer outward leg honest ba cheek charge supposed premium product never upgrade especially compared equivalent product virgin make matter worse ba customer service reply issue raised good enough standard corporate apology effort regard keeping future business honest poor service round national carrier, 2,no,United Kingdom,2017-05-03
1441,lost patience,always given fair review airline ba gold emerald member lost patience tried week book flight online via call centre book upgrade whilst site show availability croak halt error 7 day contacted ba twitter account told call bahrain call centre course work told call indian centre 4 time called expense get people poor english idea manage upgrade quote outrageous price 4 time web price social medium twitter go motion rather one take control got point like many review use avios move qatar appreciate loyal customer advice ground well air service budget, 1,no,Bahrain,2017-05-03
1442,absolutely useless,london heathrow edinburgh almost hilarious handed debit card back plane advised put tray table back upright position row 12 first 7 business class last offered food drink sandwich wine got home would easier buy sandwich bigger choice edinburgh airport budget airline could show british airway proper operation remaining 10 row go apology nothing eat drink ba could even acronym budget airline absolutely useless, 3,no,United Kingdom,2017-05-03
1443,never seen airline deteriorate quickly,flew london heathrow vienna wow running company 30 year flying never seen airline deteriorate quickly british airway recently accept pay extra want check bag sit full service airline 2 hour without much complimentary cup water really miss something lowered price want sucker like pay something still price included fare ba offer food drink purchase service slow time almost reached destination bit argument passenger ordered hot sandwich payment machine working took food back galley left passenger without atmosphere pretty grim year since experienced miserable economy flight probably ryanair really raised game british airway great carrier even year back really overpriced rubbish make feel welcome anymore many option europe, 1,no,Slovakia,2017-05-02
1444,thing,sat 35j 35k two seat row aircraft 3x4x3 otherwise see seat review aircraft full boarding seating well handled ground staff aircraft left 10 min early arrived 15 min ahead schedule within one hour arrival gate connecting flight aberdeen service ok thing british airway food bland unexciting drink service limited breakfast served way late flight major complaint toilet clean functional inflight entertainment worked ok volume bud type headphone poor distorted dialogue hard follow picture ok cabin crew polite job arrival terminal 5 c gate passage gate breeze 0600 hr walked straight boarder control one else line even security quiet, 7,yes,United Kingdom,2017-05-02
1445,service absolute shamble,heathrow terminal 3 budapest april 2017 busy flight bank holiday weekend resulting wheelie bag taken passenger seated row 12f 6th row economy class taking time took 70 min food trolley travel 6 row service absolute shamble 2 staff serving full flight whilst 2 staff serve approximately 12 people business class instead standard routine person side trolley serving different row one steward stood whilst stewardess struggled use ipad payment machine instead prioritising passenger yet served stewardess kept serving row already served finished drink time took travel 4 row senior purser appeared told clearly flustered staff plane serve 45 min flight time left british airway really let go downhill going way fly unless cheapest option, 1,no,United Kingdom,2017-05-01
1446,pleasant enjoyable experience,z rich london heathrow part 12 day trip almost around world first leg z rich london british airway turned quite pleasant enjoyable experience thanks early online check managed secure bulkhead aisle seat would preferred window seat though boarding started time friendly purser welcoming passenger settled approached request said flight completely full promised best le five minute returned offered seat window emphasized actual seat much legroom stayed rest crew seemed cheerful happy special request passenger dealt professionalism brought snack water along wise thing catering service slow new procedure take much time let passenger disappointed choice running quickly ba reinstall old system cabin spacious aircraft showed age flight took delay 20 minute gate terminal 5 15 minute scheduled arrival time, 8,yes,Switzerland,2017-05-01
1447,call business class,dublin london 421 euro worst business class flight imagine business class extra leg room middle seat blocked outbound dublin around lunchtime hungry ham dish nothing else told order kosher meal eat ham practically nothing eat stewardess kind enough give bread snack however looking forward decent meal forking business class flight ordered kosher meal return flight got kosher meal vile sort salmon tasteless poor experience ba call business class worse low cost carrier, 1,no,Ireland,2017-04-30
1448,friendly attentive helpful,flew british airway london gatwick orlando contrary lot review found aircraft staff board fine sat 24 g viio seat comfortable big enough decent amount recline agree ife standard airline watchable fairly decent amount content staff friendly attentive helpful problem inflight meal typical chicken vegetarian option plus sandwich offered shortly arrival, 8,yes,United Kingdom,2017-04-30
1449,expect budget carrier,british airway aberdeen london heathrow service would expect budget carrier like easyjet ryanair difference price 150 expensive easyjet offer service aberdeen london gatwick around 50 return flight cost girlfriend 160 complementary snack offered pay 60 top luggage added hold reason flew british airway connecting flight heathrow another airline british airway use excuse high fair frill fee pay heathrow buy though connecting flight heathrow cost 420 14 hour flight yet 1 hour 30 minute flight ba cost 220 work, 1,no,United Kingdom,2017-04-30
1450,edge abandoning,london heathrow toronto british airway airline organisation chosen staff year fly route offered business destination recently director getting complaint service cleanliness comfort several member staff listened busy really listened properly exactly ba seems based personal experience recent trip toronto summed everything firstly paying around 1000 extra premium economy seat three u travelling unlike competitor ba provide priority boarding line economy passenger board met smiling staff immaculately dressed others look bad night manages quality standard premium economy offer little space economy however service level cabin minimum food unexceptional honest disgrace compared price towards end flight offered second drink biscuit delivered fanfare gold bar delivered however discontent upset flight passenger premium economy palpable vocal staff could cared le company air canada offer superior experience price ba management need get act together otherwise many customer organisation edge abandoning completely familiarity definitely breed contempt ba really taking biscuit product marketing image match reality ba ground service management toronto appalling staff sitting around passenger bag missing delayed one help staff openly rude dismissive thorough review needed, 2,no,United Kingdom,2017-04-29
1451,flight without problem,london boston amazing flight without problem arriving time despite little late departure seat confort great economy back seat good leg space seemed average seat confort a380 seemed better emirate a380 crew great available special attention kid, 9,yes,Portugal,2017-04-29
1452,avoid 747 flight whenever possible,newark london heathrow careful choosing flight new york jfk flight 20 year old boeing 747 400s prone breaking tarmac 747 new 1st cramped avoid 747 flight whenever possible deliberately choose newark served new boeing 787 coming back one 8 seat 1st class bad bit better boeing 777 nowhere close singapore airline emirate etc lounge shared one cathay pacific ok apart 1st dining area 1st class passenger bundled club passenger nice set though boarded time dinner tasteless starter prawn fennel horrible soup chicken main ok wine ok bed made slept hour stacked landed ahead schedule plane seemed pretty empty club empty club lousy set seat appalling walked cabin reminded cramped daft ying yang seat, 6,no,United Kingdom,2017-04-27
1453,saved 10 two bunch flower,london heathrow newark heard lot ba first class wing lhr checking made way directly check area security screening area prompt find first ba 1st class lounge know exclusive concorde lounge would probably plonk check staff mention better lounge first one rammed end end negotiated way around bag carry luggage strewn place concorde lounge half empty breakfast dining area okay lounge long long overdue refurbishment boeing 777 parked b terminal shown seat friendly fa champagne served chilled cabin looked little tired suspect plane one first new first new liberty branded wash bag light year ahead tacky bag last december amuse bouche flower wcs nine passenger first average spend 3 000 one way total revenue would circa 36 000 well done ba saved 10 two bunch flower loo 9 x 5 amuse bouche grand saving operating cost massive 55 lunch chosen cheap tacky menu pizza express better quality eye popped read lead appetizer quote loch fyne kinglas smoked salmon oscietra caviar burford egg shallot creme fraiche chive cress oh goodness caviar excitement short lived caviar alright five egg yes folk 5 egg 5 gram laugh soup horrible salad never arrived main cod fillet cod cheek good indeed wine ok fa fine landed ahead schedule whoever landed plane zen master pilot feel plane touch tarmac, 6,no,United Kingdom,2017-04-27
1454,meal,pisa london gatwick started return flight shared lounge pleasant busy walked tarmac plane ba mean pay skybridge anymore plane fairly new lot better old crate flew took time front row business class meal looked nice salmon salad say good indeed wife hot cheese sandwich said ok champagne served bottle nice landed time closer terminal bad ba, 7,no,United Kingdom,2017-04-27
1455,friendly efficient crew,heathrow san francisco upper deck economy great service friendly efficient crew comfortable check swift tend like self check self bag tag airline going way accept quick problem, 10,yes,United Kingdom,2017-04-27
1456,carrier become laughing stock,berlin london embarrassment national carrier become laughing stock german passenger u amazed item refreshment purchased transaction took long paid card two elderly male flight attendant barely able service full flight within time available refreshment offer limited british airway used epitomise service quality like cheap carrier, 2,no,United Kingdom,2017-04-26
1457,expect much nowadays ba,london gatwick pisa fly route often flight first south terminal user friendly north meander around place could also refurbishment approached new ba lounge easy miss best place terminal reservation everything ba nowadays cheap skimpy pleasant surprise pretty top notch good food plenty booze nice airy spacious seating wondered moment wandered wrong lounge good far flight called new found love affair ba quickly receded walk gate mile took u 15 minute needed bit run well arrived nice sweaty plane busy front row best seat usual disappointment lousy seat economy masquerading business seat plane old dirty wc disgusting dark dingy bowl well dare even try describe save looked like previous person flushed leaving permanent effect took time wife sandwich said dry tasteless settled couple gin tonic expect much nowadays ba therefore disappointed get chance disappointed crew fine like ba cost cut one said spend half flight apologising passenger also said charging economy customer food gone like lead balloon notice boarding two passenger bringing food drink board disgraceful, 3,no,United Kingdom,2017-04-26
1458,national carrier turned worst,london heathrow phoenix flying british airway year although used recently surprised service lack service national carrier turned worst crew nce friendly real complaint apart 10 5 hour flight day nowhere seen 1 5 hour landing food absolutely appalling dinner offered choice meat vegetarian chicken filet hard leather sort indistinguishable brown gravy totally tasteless chicken served sweet potatoe mash pea pur e thing edible plate tiny beetroot salad obligatory hard rock bread roll dessert small piece chocolate brownie complimentary drink sight people realise could ask wine etc small container water tray meal served 2 hour flight nothing eat roughly landing time served folded slice pizza served box packet crisp popcorn carbohydrate small container water tasted pizza tasteless like cardboard left took crisp popcorn tea coffee served expecting gourmet meal thought given food provided british airway fruit salad proper vegetable soft drink offered proper serving even basic water flight entertainment exist couple new film rest old unheard music radio audio new music unheard artist daughter booked expensive direct flight destination u asked book british airway would rather travel virgin delta indirect far worst ever experience flying long distance airline quite honestly wait get, 2,no,United Kingdom,2017-04-26
1459,shall flying,gatwick st lucia return bound world traveller return club arriving evening went baggage drop reading instruction approached offered help ba staff member check cheerfully done ba airport staff faultless seat food entertainment good drink plentiful staff attentive friendly return trip flight crew greeted u smile showed u seat club seat headphone eye mask sock blanket etc drink service started straight away available flight dinner breakfast terrific staff attentive friendly flight flight clean aircraft friendly attentive crew fault flight however sympathy trouble sad happy passenger post positive review thank ba shall flying, 9,yes,United Kingdom,2017-04-26
1460,pay extra reserve seat,london heathrow bangkok already flown ba10 bangkok london month ago really hoping got better seat crazy business class seating route course pay extra reserve seat wanted make sure together booked j k seat check lhr good lounge t5 packed friday afternoon happy bussed flight priority boarding bus arrived whole herd boarded business class door even get seat boarding toilet business class order scribbled note stuck door fixed prior flight reason throughout flight people coming business class use toilet angered staff stop constant queue toilet one action cabin passenger using business toilet good enough food wine ok crew good flat bed good disembarking slow movie ba10 four week earlier, 7,yes,Australia,2017-04-25
